,TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,EFG_PCT_RANK,FTA_RATE_RANK,TM_TOV_PCT_RANK,OREB_PCT_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,season,off_score,def_score
112,1610612761,Toronto Raptors,82,45,37,0.549,3951.0,0.464,0.3,0.147,0.324,0.48,0.323,0.161,0.314,1,12,12,12,22,24,18,4,13,16,18,17,15,1999-00,0.33215,0.3435
113,1610612762,Utah Jazz,82,55,27,0.671,3951.0,0.49,0.337,0.163,0.329,0.477,0.343,0.17,0.302,1,4,4,4,22,9,6,16,7,12,25,9,7,1999-00,0.3531,0.34515
114,1610612763,Vancouver Grizzlies,82,22,60,0.268,3971.0,0.474,0.32,0.181,0.326,0.502,0.301,0.161,0.321,1,26,26,26,2,20,10,28,11,28,12,15,20,1999-00,0.34805,0.35040000000000004
115,1610612764,Washington Wizards,82,29,53,0.354,3961.0,0.476,0.315,0.17,0.329,0.489,0.367,0.157,0.314,1,24,24,24,14,17,13,23,8,22,28,20,16,1999-00,0.34595000000000004,0.3527
116,1610612737,Atlanta Hawks,82,25,57,0.305,3946.0,0.456,0.272,0.178,0.313,0.472,0.326,0.157,0.309,1,25,25,25,27,25,28,28,15,15,19,22,12,2000-01,0.3303,0.33875
117,1610612738,Boston Celtics,82,36,46,0.439,3966.0,0.473,0.338,0.166,0.28,0.493,0.341,0.181,0.31,1,20,20,20,13,14,6,20,26,26,25,2,15,2000-01,0.33740000000000003,0.3556
118,1610612766,Charlotte Hornets,82,46,36,0.561,3976.0,0.457,0.33,0.156,0.315,0.456,0.294,0.159,0.29,1,14,14,14,8,24,7,10,14,4,10,19,1,2000-01,0.33430000000000004,0.32425
119,1610612741,Chicago Bulls,82,15,67,0.183,3971.0,0.45,0.298,0.173,0.302,0.499,0.348,0.163,0.327,1,29,29,29,10,28,17,25,20,27,27,14,27,2000-01,0.32835000000000003,0.35795
120,1610612739,Cleveland Cavaliers,82,30,52,0.366,3966.0,0.459,0.312,0.177,0.331,0.477,0.323,0.161,0.322,1,23,23,23,17,23,13,27,7,21,18,16,23,2000-01,0.34085000000000004,0.3439
121,1610612742,Dallas Mavericks,82,53,29,0.646,3961.0,0.498,0.291,0.146,0.272,0.467,0.333,0.163,0.322,1,5,5,5,20,3,21,3,29,12,24,13,24,2000-01,0.33375,0.34190000000000004
122,1610612743,Denver Nuggets,82,40,42,0.488,3956.0,0.47,0.286,0.147,0.306,0.476,0.296,0.139,0.31,1,19,19,19,21,16,23,4,17,20,11,28,14,2000-01,0.32885000000000003,0.33155
123,1610612765,Detroit Pistons,82,32,50,0.39,3971.0,0.453,0.325,0.164,0.325,0.466,0.317,0.16,0.309,1,21,21,21,10,26,9,17,9,10,17,18,10,2000-01,0.33595,0.33575
124,1610612744,Golden State Warriors,82,17,65,0.207,3956.0,0.429,0.282,0.165,0.357,0.504,0.298,0.171,0.32,1,28,28,28,21,29,25,19,1,29,12,6,21,2000-01,0.32655,0.35305000000000003
125,1610612745,Houston Rockets,82,45,37,0.549,3966.0,0.492,0.321,0.159,0.305,0.475,0.277,0.144,0.309,1,15,15,15,13,7,10,12,18,18,6,26,13,2000-01,0.3457,0.32935000000000003
126,1610612754,Indiana Pacers,82,41,41,0.5,3996.0,0.471,0.312,0.164,0.297,0.452,0.31,0.147,0.315,1,18,18,18,3,15,12,18,22,2,15,25,16,2000-01,0.3356,0.32705
127,1610612746,Los Angeles Clippers,82,31,51,0.378,4006.0,0.476,0.319,0.171,0.322,0.466,0.292,0.138,0.318,1,22,22,22,2,12,11,24,10,11,9,29,19,2000-01,0.34540000000000004,0.32830000000000004
128,1610612747,Los Angeles Lakers,82,56,26,0.683,3981.0,0.498,0.349,0.154,0.338,0.468,0.31,0.139,0.309,1,2,2,2,6,2,4,9,3,13,14,27,11,2000-01,0.35765,0.33025000000000004
129,1610612748,Miami Heat,82,50,32,0.61,3976.0,0.469,0.299,0.153,0.28,0.46,0.29,0.174,0.3,1,9,9,9,8,17,15,8,27,5,8,5,9,2000-01,0.3267,0.331
130,1610612749,Milwaukee Bucks,82,52,30,0.634,3956.0,0.499,0.276,0.145,0.301,0.473,0.33,0.164,0.317,1,7,7,7,21,1,27,2,21,16,22,11,18,2000-01,0.33745,0.3431
131,1610612750,Minnesota Timberwolves,82,47,35,0.573,3966.0,0.482,0.253,0.148,0.315,0.478,0.328,0.162,0.318,1,12,12,12,13,10,29,5,13,22,21,15,20,2000-01,0.33075,0.34450000000000003
132,1610612751,New Jersey Nets,82,26,56,0.317,3946.0,0.452,0.328,0.157,0.292,0.488,0.346,0.17,0.327,1,24,24,24,28,27,8,11,25,24,26,7,26,2000-01,0.32765000000000005,0.35500000000000004
133,1610612752,New York Knicks,82,48,34,0.585,3981.0,0.476,0.279,0.163,0.276,0.453,0.327,0.167,0.293,1,11,11,11,7,11,26,15,28,3,20,8,2,2000-01,0.32820000000000005,0.3306
134,1610612753,Orlando Magic,82,43,39,0.524,3991.0,0.474,0.301,0.159,0.321,0.464,0.395,0.18,0.338,1,17,17,17,4,13,14,13,12,9,29,3,29,2000-01,0.3387,0.35745000000000005
135,1610612755,Philadelphia 76ers,82,56,26,0.683,3971.0,0.468,0.351,0.17,0.334,0.46,0.248,0.166,0.296,1,2,2,2,12,19,3,23,4,7,3,10,3,2000-01,0.34915,0.3219000000000001
136,1610612756,Phoenix Suns,82,51,31,0.622,3961.0,0.46,0.292,0.161,0.305,0.46,0.331,0.184,0.298,1,8,8,8,18,22,20,14,19,6,23,1,5,2000-01,0.32905,0.33925000000000005
137,1610612757,Portland Trail Blazers,82,50,32,0.61,3956.0,0.497,0.296,0.168,0.333,0.47,0.3,0.163,0.3,1,9,9,9,26,4,19,21,5,14,13,12,8,2000-01,0.3518,0.33375
138,1610612758,Sacramento Kings,82,55,27,0.671,4016.0,0.484,0.298,0.152,0.307,0.46,0.241,0.167,0.321,1,4,4,4,1,9,18,7,16,8,1,9,22,2000-01,0.3377,0.32610000000000006
139,1610612759,San Antonio Spurs,82,58,24,0.707,3966.0,0.496,0.374,0.152,0.297,0.444,0.246,0.148,0.297,1,1,1,1,13,6,1,6,23,1,2,24,4,2000-01,0.3519,0.3109
140,1610612760,Seattle SuperSonics,82,44,38,0.537,3961.0,0.491,0.299,0.164,0.321,0.488,0.269,0.16,0.332,1,16,16,16,18,8,16,16,11,23,5,17,28,2000-01,0.34645000000000004,0.34195000000000003
141,1610612761,Toronto Raptors,82,47,35,0.573,3991.0,0.468,0.285,0.141,0.339,0.476,0.281,0.151,0.3,1,12,12,12,4,18,24,1,2,19,7,23,7,2000-01,0.3330000000000001,0.33030000000000004
142,1610612762,Utah Jazz,82,53,29,0.646,3956.0,0.497,0.363,0.173,0.332,0.473,0.394,0.176,0.299,1,5,5,5,21,5,2,26,6,17,28,4,6,2000-01,0.3629,0.3521
143,1610612763,Vancouver Grizzlies,82,23,59,0.28,3956.0,0.464,0.289,0.168,0.293,0.491,0.265,0.159,0.325,1,26,26,26,21,20,22,22,24,25,4,21,25,2000-01,0.32955,0.34090000000000004
144,1610612764,Washington Wizards,82,19,63,0.232,3936.0,0.46,0.348,0.181,0.328,0.503,0.317,0.159,0.316,1,27,27,27,29,21,5,29,8,28,16,20,17,2000-01,0.34704999999999997,0.3517
145,1610612737,Atlanta Hawks,82,33,49,0.402,3956.0,0.471,0.294,0.166,0.297,0.495,0.293,0.161,0.311,1,22,22,22,20,18,13,25,22,28,14,11,9,2001-02,0.3334,0.3444
146,1610612738,Boston Celtics,82,49,33,0.598,3966.0,0.476,0.291,0.144,0.272,0.464,0.318,0.173,0.305,1,8,8,8,8,15,14,5,29,6,24,2,5,2001-02,0.32445,0.33755
147,1610612766,Charlotte Hornets,82,44,38,0.537,3951.0,0.466,0.32,0.154,0.333,0.465,0.294,0.152,0.311,1,11,11,11,24,20,6,10,9,7,15,18,8,2001-02,0.3395,0.3303
148,1610612741,Chicago Bulls,82,21,61,0.256,3961.0,0.456,0.302,0.166,0.298,0.497,0.321,0.156,0.315,1,28,28,28,15,26,11,24,21,29,26,15,12,2001-02,0.32880000000000004,0.34895
149,1610612739,Cleveland Cavaliers,82,29,53,0.354,3971.0,0.477,0.301,0.158,0.319,0.493,0.302,0.141,0.31,1,24,24,24,6,11,12,16,15,27,17,26,7,2001-02,0.33925000000000005,0.33975
150,1610612742,Dallas Mavericks,82,57,25,0.695,3976.0,0.507,0.288,0.127,0.285,0.485,0.319,0.148,0.317,1,4,4,4,5,2,16,1,27,19,25,23,18,2001-02,0.33475,0.34225
151,1610612743,Denver Nuggets,82,27,55,0.329,3961.0,0.455,0.256,0.16,0.341,0.492,0.328,0.156,0.332,1,26,26,26,15,27,25,20,8,26,27,16,26,2001-02,0.3286,0.35140000000000005
152,1610612765,Detroit Pistons,82,50,32,0.61,3936.0,0.497,0.31,0.159,0.277,0.474,0.273,0.17,0.324,1,6,6,6,29,6,8,18,28,11,7,4,20,2001-02,0.34045000000000003,0.33785
153,1610612744,Golden State Warriors,82,21,61,0.256,3956.0,0.452,0.335,0.175,0.373,0.488,0.304,0.149,0.331,1,28,28,28,20,29,3,27,1,23,20,21,25,2001-02,0.34940000000000004,0.34425
154,1610612745,Houston Rockets,82,28,54,0.341,3996.0,0.465,0.286,0.155,0.327,0.491,0.236,0.133,0.325,1,25,25,25,1,21,17,12,12,25,1,29,21,2001-02,0.33305,0.33005
155,1610612754,Indiana Pacers,82,42,40,0.512,3981.0,0.477,0.328,0.162,0.302,0.469,0.303,0.152,0.314,1,15,15,15,3,12,4,22,19,9,19,19,11,2001-02,0.34090000000000004,0.33385
156,1610612746,Los Angeles Clippers,82,39,43,0.476,3961.0,0.476,0.304,0.161,0.349,0.477,0.26,0.14,0.327,1,18,18,18,15,13,10,21,3,14,4,27,22,2001-02,0.34604999999999997,0.3302
157,1610612747,Los Angeles Lakers,82,58,24,0.707,3956.0,0.498,0.313,0.135,0.311,0.453,0.306,0.149,0.314,1,2,2,2,20,4,7,2,16,2,21,20,10,2001-02,0.3421,0.32715000000000005
158,1610612763,Memphis Grizzlies,82,23,59,0.28,3956.0,0.462,0.288,0.176,0.305,0.486,0.262,0.158,0.337,1,27,27,27,20,25,15,28,18,21,5,12,28,2001-02,0.333,0.3406
159,1610612748,Miami Heat,82,36,46,0.439,3986.0,0.463,0.268,0.166,0.297,0.455,0.339,0.154,0.29,1,20,20,20,2,23,24,23,23,3,28,17,1,2001-02,0.32630000000000003,0.32935000000000003
160,1610612749,Milwaukee Bucks,82,41,41,0.5,3981.0,0.507,0.269,0.152,0.287,0.477,0.287,0.139,0.321,1,17,17,17,3,1,23,9,26,13,12,28,19,2001-02,0.33855,0.3328
161,1610612750,Minnesota Timberwolves,82,50,32,0.61,3961.0,0.49,0.255,0.145,0.343,0.482,0.294,0.145,0.297,1,6,6,6,15,9,27,7,5,16,16,25,3,2001-02,0.3391,0.33254999999999996
162,1610612751,New Jersey Nets,82,52,30,0.634,3966.0,0.476,0.28,0.154,0.322,0.459,0.283,0.171,0.317,1,5,5,5,8,14,20,11,13,4,11,3,17,2001-02,0.3353,0.3322
163,1610612752,New York Knicks,82,30,52,0.366,3961.0,0.468,0.274,0.159,0.292,0.479,0.312,0.147,0.316,1,23,23,23,15,19,22,19,24,15,22,24,15,2001-02,0.3264500000000001,0.33835
164,1610612753,Orlando Magic,82,44,38,0.537,3966.0,0.493,0.278,0.143,0.292,0.486,0.292,0.166,0.335,1,11,11,11,8,7,21,4,25,22,13,7,27,2001-02,0.33305,0.34670000000000006
165,1610612755,Philadelphia 76ers,82,43,39,0.524,3946.0,0.452,0.327,0.169,0.341,0.46,0.277,0.163,0.298,1,14,14,14,27,28,5,26,7,5,8,9,4,2001-02,0.3403,0.3259000000000001
166,1610612756,Phoenix Suns,82,36,46,0.439,3966.0,0.472,0.235,0.157,0.327,0.476,0.302,0.165,0.328,1,20,20,20,8,16,29,15,11,12,18,8,23,2001-02,0.3287,0.34255
167,1610612757,Portland Trail Blazers,82,49,33,0.598,3966.0,0.485,0.285,0.157,0.345,0.489,0.272,0.161,0.297,1,8,8,8,8,10,18,13,4,24,6,10,2,2001-02,0.34500000000000003,0.33605
168,1610612758,Sacramento Kings,82,61,21,0.744,3951.0,0.497,0.308,0.142,0.306,0.467,0.248,0.156,0.31,1,1,1,1,24,5,9,3,17,8,3,14,6,2001-02,0.3417,0.32500000000000007
169,1610612759,San Antonio Spurs,82,58,24,0.707,3971.0,0.492,0.353,0.157,0.301,0.453,0.244,0.158,0.315,1,2,2,2,6,8,2,14,20,1,2,13,14,2001-02,0.3492,0.3203000000000001
170,1610612760,Seattle SuperSonics,82,45,37,0.549,3966.0,0.505,0.25,0.151,0.32,0.485,0.279,0.168,0.344,1,10,10,10,8,3,28,8,14,20,9,6,29,2001-02,0.34125,0.34665
171,1610612761,Toronto Raptors,82,42,40,0.512,3951.0,0.463,0.255,0.158,0.343,0.471,0.315,0.169,0.329,1,15,15,15,24,24,26,17,6,10,23,5,24,2001-02,0.33155000000000007,0.34370000000000006
172,1610612762,Utah Jazz,82,44,38,0.537,3966.0,0.472,0.381,0.178,0.362,0.484,0.371,0.181,0.317,1,11,11,11,14,17,1,29,2,17,29,1,16,2001-02,0.36285,0.3579
173,1610612764,Washington Wizards,82,37,45,0.451,3946.0,0.464,0.28,0.144,0.328,0.484,0.283,0.148,0.315,1,19,19,19,27,22,19,6,10,18,10,22,13,2001-02,0.3292,0.33604999999999996
174,1610612737,Atlanta Hawks,82,35,47,0.427,3981.0,0.476,0.313,0.178,0.3,0.469,0.291,0.139,0.319,1,22,22,22,5,12,11,26,23,9,12,29,18,2002-03,0.34185,0.3298
175,1610612738,Boston Celtics,82,44,38,0.537,3966.0,0.47,0.306,0.151,0.266,0.471,0.323,0.173,0.309,1,13,13,13,14,19,14,8,29,13,22,5,12,2002-03,0.32485,0.34190000000000004
176,1610612741,Chicago Bulls,82,30,52,0.366,3985.0,0.471,0.3,0.177,0.307,0.47,0.351,0.153,0.328,1,23,23,23,4,18,15,25,18,12,28,21,25,2002-03,0.33905,0.3445
177,1610612739,Cleveland Cavaliers,82,17,65,0.207,3966.0,0.444,0.298,0.191,0.338,0.484,0.327,0.147,0.303,1,28,28,28,14,27,17,28,6,23,24,25,6,2002-03,0.33765,0.33999999999999997
178,1610612742,Dallas Mavericks,82,60,22,0.732,3956.0,0.498,0.257,0.123,0.277,0.473,0.304,0.17,0.323,1,1,1,1,24,3,28,1,28,15,18,8,22,2002-03,0.32389999999999997,0.3419
179,1610612743,Denver Nuggets,82,17,65,0.207,3946.0,0.428,0.283,0.2,0.345,0.477,0.384,0.185,0.303,1,28,28,28,29,29,22,29,3,18,29,1,7,2002-03,0.33265,0.35524999999999995
180,1610612765,Detroit Pistons,82,50,32,0.61,3981.0,0.473,0.322,0.151,0.294,0.461,0.302,0.157,0.293,1,5,5,5,5,14,9,7,24,5,17,17,2,2002-03,0.33405,0.32755
181,1610612744,Golden State Warriors,82,38,44,0.463,3951.0,0.472,0.343,0.164,0.371,0.482,0.29,0.142,0.337,1,19,19,19,26,17,4,20,1,20,11,28,28,2002-03,0.35545,0.3392
182,1610612745,Houston Rockets,82,43,39,0.524,3986.0,0.474,0.316,0.17,0.331,0.462,0.27,0.144,0.302,1,15,15,15,1,13,10,23,7,6,5,27,5,2002-03,0.3457,0.3217
183,1610612754,Indiana Pacers,82,48,34,0.585,3981.0,0.469,0.344,0.157,0.318,0.458,0.298,0.164,0.306,1,9,9,9,5,20,3,12,12,3,14,11,10,2002-03,0.34204999999999997,0.33010000000000006
184,1610612746,Los Angeles Clippers,82,27,55,0.329,3951.0,0.467,0.335,0.17,0.316,0.481,0.287,0.151,0.327,1,25,25,25,26,22,6,22,14,19,9,23,23,2002-03,0.34275000000000005,0.3386
185,1610612747,Los Angeles Lakers,82,50,32,0.61,3986.0,0.486,0.311,0.153,0.328,0.477,0.317,0.153,0.307,1,5,5,5,1,8,12,11,8,17,19,22,11,2002-03,0.3449,0.33799999999999997
186,1610612763,Memphis Grizzlies,82,28,54,0.341,3986.0,0.487,0.287,0.162,0.301,0.491,0.26,0.155,0.341,1,24,24,24,1,7,18,19,21,28,3,18,29,2002-03,0.33854999999999996,0.34235
187,1610612748,Miami Heat,82,25,57,0.305,3966.0,0.439,0.259,0.159,0.306,0.47,0.343,0.16,0.291,1,26,26,26,14,28,27,17,19,10,27,13,1,2002-03,0.3154,0.33765
188,1610612749,Milwaukee Bucks,82,42,40,0.512,3981.0,0.5,0.287,0.137,0.287,0.494,0.318,0.155,0.334,1,16,16,16,5,1,19,2,26,29,20,19,27,2002-03,0.3347,0.35085000000000005
189,1610612750,Minnesota Timberwolves,82,51,31,0.622,3961.0,0.488,0.268,0.146,0.31,0.472,0.27,0.145,0.305,1,4,4,4,20,6,25,3,17,14,4,26,9,2002-03,0.33390000000000003,0.32655
190,1610612751,New Jersey Nets,82,49,33,0.598,3951.0,0.468,0.333,0.158,0.317,0.46,0.3,0.178,0.298,1,8,8,8,26,21,7,16,13,4,16,3,4,2002-03,0.34005,0.3331
191,1610612740,New Orleans Hornets,82,47,35,0.573,3981.0,0.465,0.285,0.161,0.345,0.464,0.295,0.159,0.303,1,11,11,11,5,24,20,18,4,7,13,14,8,2002-03,0.338,0.33020000000000005
192,1610612752,New York Knicks,82,37,45,0.451,3971.0,0.486,0.241,0.151,0.28,0.485,0.339,0.155,0.311,1,20,20,20,10,9,29,9,27,24,26,20,13,2002-03,0.32430000000000003,0.34580000000000005
193,1610612753,Orlando Magic,82,42,40,0.512,3961.0,0.478,0.307,0.151,0.3,0.486,0.326,0.172,0.32,1,16,16,16,20,11,13,10,22,25,23,6,19,2002-03,0.335,0.3503
194,1610612755,Philadelphia 76ers,82,48,34,0.585,3971.0,0.466,0.339,0.158,0.324,0.488,0.32,0.182,0.296,1,9,9,9,10,23,5,14,9,26,21,2,3,2002-03,0.34155,0.34790000000000004
195,1610612756,Phoenix Suns,82,44,38,0.537,3961.0,0.473,0.285,0.158,0.323,0.47,0.29,0.171,0.328,1,13,13,13,20,15,21,15,10,11,10,7,26,2002-03,0.33605,0.33985
196,1610612757,Portland Trail Blazers,82,50,32,0.61,3970.0,0.489,0.3,0.167,0.338,0.483,0.254,0.17,0.311,1,5,5,5,13,5,16,21,5,21,1,9,14,2002-03,0.34995,0.3360000000000001
197,1610612758,Sacramento Kings,82,59,23,0.72,3966.0,0.499,0.262,0.149,0.289,0.446,0.275,0.158,0.322,1,3,3,3,14,2,26,6,25,1,6,16,20,2002-03,0.33395,0.32355
198,1610612759,San Antonio Spurs,82,60,22,0.732,3966.0,0.497,0.348,0.171,0.311,0.453,0.259,0.163,0.313,1,1,1,1,14,4,2,24,16,2,2,12,16,2002-03,0.35595,0.3234
199,1610612760,Seattle SuperSonics,82,40,42,0.488,3971.0,0.472,0.27,0.147,0.314,0.484,0.283,0.164,0.312,1,18,18,18,10,16,24,4,15,22,8,10,15,2002-03,0.32885,0.33945
200,1610612761,Toronto Raptors,82,24,58,0.293,3961.0,0.458,0.282,0.157,0.318,0.489,0.298,0.15,0.322,1,27,27,27,20,26,23,13,11,27,15,24,21,2002-03,0.32835000000000003,0.3422
201,1610612762,Utah Jazz,82,47,35,0.573,3956.0,0.486,0.38,0.184,0.353,0.468,0.338,0.174,0.327,1,11,11,11,24,10,1,27,2,8,25,4,24,2002-03,0.368,0.34680000000000005
202,1610612764,Washington Wizards,82,37,45,0.451,3966.0,0.46,0.325,0.148,0.305,0.477,0.275,0.158,0.314,1,20,20,20,14,25,8,5,20,16,7,15,17,2002-03,0.33075000000000004,0.33435000000000004
203,1610612737,Atlanta Hawks,82,28,54,0.341,3981.0,0.465,0.303,0.176,0.308,0.476,0.307,0.15,0.314,1,25,25,25,4,18,15,24,19,18,18,24,13,2003-04,0.33705,0.33675
204,1610612738,Boston Celtics,82,36,46,0.439,3941.0,0.486,0.327,0.172,0.279,0.479,0.325,0.181,0.342,1,20,20,20,28,5,7,23,28,19,24,2,26,2003-04,0.34225,0.35400000000000004
205,1610612741,Chicago Bulls,82,23,59,0.28,3966.0,0.446,0.272,0.172,0.311,0.469,0.339,0.162,0.321,1,28,28,28,11,29,23,22,17,13,27,16,18,2003-04,0.32439999999999997,0.34315
206,1610612739,Cleveland Cavaliers,82,35,47,0.427,3971.0,0.451,0.301,0.16,0.34,0.469,0.294,0.141,0.312,1,21,21,21,7,28,16,11,4,14,14,29,12,2003-04,0.33355,0.32935
207,1610612742,Dallas Mavericks,82,52,30,0.634,3961.0,0.495,0.256,0.128,0.335,0.498,0.287,0.159,0.314,1,7,7,7,15,3,29,1,6,28,7,18,14,2003-04,0.33540000000000003,0.3448
208,1610612743,Denver Nuggets,82,43,39,0.524,3946.0,0.467,0.319,0.164,0.337,0.481,0.303,0.18,0.336,1,11,11,11,26,17,11,17,5,20,16,3,24,2003-04,0.34305,0.35005
209,1610612765,Detroit Pistons,82,54,28,0.659,3956.0,0.461,0.328,0.168,0.332,0.441,0.271,0.178,0.314,1,6,6,6,19,20,6,20,8,2,3,5,15,2003-04,0.342,0.32435
210,1610612744,Golden State Warriors,82,37,45,0.451,3971.0,0.475,0.311,0.161,0.312,0.476,0.283,0.152,0.306,1,18,18,18,7,12,13,12,16,16,5,21,8,2003-04,0.33930000000000005,0.33205
211,1610612745,Houston Rockets,82,45,37,0.549,3986.0,0.484,0.286,0.186,0.305,0.447,0.316,0.149,0.292,1,10,10,10,3,6,21,28,22,4,22,25,3,2003-04,0.344,0.32185
212,1610612754,Indiana Pacers,82,61,21,0.744,3961.0,0.471,0.319,0.162,0.32,0.459,0.291,0.178,0.294,1,1,1,1,15,16,12,13,11,6,12,4,5,2003-04,0.34075000000000005,0.33055
213,1610612746,Los Angeles Clippers,82,28,54,0.341,3961.0,0.453,0.35,0.176,0.362,0.494,0.312,0.147,0.323,1,25,25,25,15,27,3,25,2,27,20,27,19,2003-04,0.3501,0.34575
214,1610612747,Los Angeles Lakers,82,56,26,0.683,3971.0,0.481,0.352,0.146,0.313,0.471,0.296,0.162,0.299,1,4,4,4,7,7,2,5,15,15,15,15,7,2003-04,0.34430000000000005,0.3331
215,1610612763,Memphis Grizzlies,82,50,32,0.61,3976.0,0.479,0.322,0.16,0.325,0.465,0.328,0.182,0.345,1,8,8,8,5,8,8,10,10,10,25,1,29,2003-04,0.3449,0.34970000000000007
216,1610612748,Miami Heat,82,42,40,0.512,3951.0,0.463,0.298,0.154,0.307,0.463,0.338,0.164,0.293,1,12,12,12,23,19,17,7,20,9,26,13,4,2003-04,0.32980000000000004,0.3355000000000001
217,1610612749,Milwaukee Bucks,82,41,41,0.5,3956.0,0.477,0.33,0.144,0.308,0.485,0.288,0.152,0.31,1,14,14,14,19,10,5,3,18,24,8,22,11,2003-04,0.3379,0.33720000000000006
218,1610612750,Minnesota Timberwolves,82,58,24,0.707,3951.0,0.486,0.265,0.14,0.303,0.444,0.286,0.149,0.309,1,2,2,2,23,4,27,2,23,3,6,26,9,2003-04,0.32975000000000004,0.31955
219,1610612751,New Jersey Nets,82,47,35,0.573,3941.0,0.471,0.291,0.162,0.289,0.46,0.29,0.177,0.289,1,9,9,9,28,15,20,14,27,7,11,6,1,2003-04,0.33035000000000003,0.32955
220,1610612740,New Orleans Hornets,82,41,41,0.5,3966.0,0.46,0.293,0.164,0.332,0.476,0.291,0.171,0.319,1,14,14,14,11,22,19,18,9,17,13,8,16,2003-04,0.33535000000000004,0.3406
221,1610612752,New York Knicks,82,39,43,0.476,3976.0,0.474,0.266,0.17,0.307,0.461,0.339,0.15,0.299,1,17,17,17,5,13,26,21,21,8,28,23,6,2003-04,0.3334,0.33255
222,1610612753,Orlando Magic,82,21,61,0.256,3966.0,0.461,0.296,0.148,0.315,0.502,0.289,0.146,0.343,1,29,29,29,11,21,18,6,13,29,9,28,27,2003-04,0.3288,0.34925
223,1610612755,Philadelphia 76ers,82,33,49,0.402,3971.0,0.456,0.321,0.177,0.313,0.467,0.311,0.168,0.319,1,22,22,22,7,24,10,26,14,11,19,12,17,2003-04,0.33740000000000003,0.33925000000000005
224,1610612756,Phoenix Suns,82,29,53,0.354,3946.0,0.475,0.28,0.162,0.297,0.482,0.314,0.169,0.339,1,24,24,24,26,11,22,16,25,22,21,10,25,2003-04,0.3319,0.34995
225,1610612757,Portland Trail Blazers,82,41,41,0.5,3996.0,0.478,0.267,0.166,0.344,0.482,0.246,0.154,0.33,1,14,14,14,1,9,25,19,3,21,1,20,22,2003-04,0.34155,0.3342
226,1610612758,Sacramento Kings,82,55,27,0.671,3956.0,0.507,0.305,0.146,0.292,0.483,0.257,0.158,0.324,1,5,5,5,19,1,14,4,26,23,2,19,20,2003-04,0.34345000000000003,0.33605000000000007
227,1610612759,San Antonio Spurs,82,57,25,0.695,3951.0,0.473,0.322,0.162,0.319,0.433,0.289,0.169,0.29,1,3,3,3,25,14,9,15,12,1,10,11,2,2003-04,0.34180000000000005,0.3168
228,1610612760,Seattle SuperSonics,82,37,45,0.451,3961.0,0.501,0.27,0.158,0.302,0.487,0.306,0.161,0.345,1,18,18,18,15,2,24,8,24,26,17,17,28,2003-04,0.3408,0.34995
229,1610612761,Toronto Raptors,82,33,49,0.402,3996.0,0.454,0.26,0.159,0.27,0.449,0.323,0.163,0.327,1,22,22,22,1,25,28,9,29,5,23,14,21,2003-04,0.31435,0.3342
230,1610612762,Utah Jazz,82,42,40,0.512,3956.0,0.456,0.356,0.188,0.373,0.468,0.414,0.173,0.309,1,12,12,12,19,23,1,29,1,12,29,7,10,2003-04,0.3574,0.35435000000000005
231,1610612764,Washington Wizards,82,25,57,0.305,3966.0,0.454,0.337,0.186,0.333,0.486,0.278,0.17,0.333,1,27,27,27,11,26,4,27,7,25,4,9,23,2003-04,0.34525,0.34520000000000006
232,1610612737,Atlanta Hawks,82,13,69,0.159,3971.0,0.464,0.299,0.171,0.326,0.513,0.375,0.157,0.304,1,30,30,30,11,27,25,27,11,30,29,15,6,2004-05,0.33840000000000003,0.36150000000000004
233,1610612738,Boston Celtics,82,45,37,0.549,3976.0,0.501,0.357,0.165,0.305,0.481,0.364,0.163,0.329,1,11,11,11,10,3,6,24,22,14,27,10,24,2004-05,0.3562,0.35355000000000003
234,1610612766,Charlotte Bobcats,82,18,64,0.22,3976.0,0.455,0.306,0.154,0.327,0.497,0.35,0.167,0.324,1,28,28,28,8,29,23,15,10,24,22,6,20,2004-05,0.33180000000000004,0.35785
235,1610612741,Chicago Bulls,82,47,35,0.573,3966.0,0.471,0.311,0.178,0.317,0.454,0.352,0.165,0.309,1,10,10,10,16,24,21,30,17,2,26,9,9,2004-05,0.34295,0.33745
236,1610612739,Cleveland Cavaliers,82,42,40,0.512,3971.0,0.47,0.325,0.152,0.354,0.485,0.331,0.162,0.326,1,17,17,17,11,25,15,12,2,17,16,11,22,2004-05,0.34555,0.34935000000000005
237,1610612742,Dallas Mavericks,82,58,24,0.707,3946.0,0.492,0.346,0.142,0.319,0.472,0.316,0.165,0.326,1,4,4,4,27,8,9,5,16,8,12,8,23,2004-05,0.34800000000000003,0.34265
238,1610612743,Denver Nuggets,82,49,33,0.598,3951.0,0.483,0.35,0.157,0.313,0.482,0.331,0.172,0.322,1,9,9,9,24,15,7,18,20,15,17,3,19,2004-05,0.34755,0.34985
